行政院主計處組織法 T0000001
行政院主計處電子處理資料中心組織條例 T0000002
審計部組織法 U0000001
審計處室組織通則 U0000002
主計機構人員設置管理條例 T0010003
審計法 U0010001
機關營繕工程及購置定製變賣財物稽察條例 U0010008
預算法 T0020001
決算法 T0020005
中華民國七十八年度中央政府總預算執行條例 T0020007
中華民國七十九年度中央政府總預算執行條例 T0020008
中華民國八十年度中央政府總預算執行條例 T0020009
中華民國八十一年度中央政府總預算執行條例 T0020010
中華民國八十二年度中央政府總預算執行條例 T0020011
中華民國八十三年度中央政府總預算執行條例 T0020012
教育經費編列與管理法 T0020018
會計法 T0030001
統計法 T0040001
中央研究院評議會條例 A0020039
金融資產證券化條例 G0380122
勞動契約法 N0030010
信託業法 G0310027
中華民國五十五年度公債發行條例 G0360030
中華民國五十六年度公債發行條例 G0360031
中華民國五十七年度公債發行條例 G0360032
國產菸酒類稅條例 G0330017
職業介紹法 N0090020
蒙藏族身分證明條例 D0100007
華僑身分證明條例 E0040019
規費法 G0340107
地方稅法通則 G0340108
南部科學工業園區管理局組織條例 H0160042
信託法 I0020024
環境基本法 O0100001
國防部軍備局組織條例 F0000071
放射性物料管理法 J0160015
核子反應器設施管制法 J0160019
營造業法 D0070110
家庭教育法 H0080050
國家機密保護法 I0060003
土石採取法 J0020025
交通部郵電事業人員退休撫卹條例 K0020032
就業保險法 N0050021
大量解僱勞工保護法 N0020012
公共服務擴大就業暫行條例 N0090021
擴大公共建設振興經濟暫行條例 A0030060
嚴重急性呼吸道症候群防治及紓困暫行條例 L0050007
癌症防治法 L0070008
口腔健康法 L0070009
兒童及少年福利與權益保障法 D0050001
交通部民用航空局所屬航空站組織通則 K0000083
民事訴訟合意選定法官審判暫行條例 B0010030
設治局組織條例 D0000116
市參議會組織條例 D0000114
縣參議會組織條例 D0000115
縣參議員選舉條例 D0020046
鄉鎮民代表選舉條例 D0020047
省參議會組織條例 D0000113
省參議員選舉條例 D0020044
市參議員選舉條例 D0020045
警察職權行使法 D0080145
海岸巡防機關器械使用條例 D0090010
工程技術顧問公司管理條例 D0070073
溫泉法 J0110040
海南特區行政長官公署組織條例 D0000117
海南建省籌備委員會組織條例 D0000118
自由貿易港區設置管理條例 A0020051
金融監督管理委員會組織法 G0300035
農業金融法 M0070013
不動產證券化條例 G0380169
國立中央研究院基金條例 A0020040
國民義務勞動法 N0030013
爆竹煙火管理條例 D0120005
核子事故緊急應變法 J0160056
公民投票法 D0020050
法律扶助法 A0030157
通訊傳播基本法 P0010005
政務人員退職撫卹條例 S0080016
行政院農業委員會農業金融局組織條例 M0000012
行政院農業委員會農糧署組織條例 M0000013
行政院農業委員會農糧署各分署組織通則 M0000014
總統副總統文物管理條例 A0030015
國立中正文化中心設置條例 H0170040
經濟部能源局組織條例 J0000087
政治獻金法 D0020049
農業科技園區設置管理條例 M0000036
冷凍空調業管理條例 J0030079
記帳士法 G0340110
運輸事故調查法 K0090057
交通部臺灣鐵路管理局組織條例 K0000106
交通部臺灣鐵路管理局所屬分支機構組織通則 K0000107
交通部臺灣鐵路管理局各機廠組織通則 K0000108
交通部臺灣鐵路管理局貨運服務總所組織條例 K0000109
交通部臺灣鐵路管理局餐旅服務總所組織條例 K0000110
利率管理條例 G0430008
中央行政機關組織基準法 A0010036
擴大公共建設投資特別條例 A0030062
性別平等教育法 H0080067
證券投資信託及顧問法 G0400121
勞工退休金條例 N0030020
三一九槍擊事件真相調查特別委員會條例 A0010030
血液製劑條例 L0020118
全民國防教育法 F0080014
國家情報工作法 A0020041
國民大會代表選舉法 D0020055
性騷擾防治法 D0050074
原住民族基本法 D0130003
行政罰法 A0030210
全國戒嚴令 A0000015
臺灣地區解嚴令 A0000016
宣告動員戡亂時期終止 A0000017
國民大會職權行使法 D0020056
國立邊疆文化教育館組織條例 H0000070
內政部空中勤務總隊組織法 D0000112
遺產稅法 G0340074
國家通訊傳播委員會組織法 P0000008
內政部移民署組織法 D0000135
事業用爆炸物管理條例 J0020042
政府資訊公開法 I0020026
所得基本稅額條例 G0340115
法醫師法 I0010052
無線電視事業公股處理條例 P0050030
水患治理特別條例 J0110072
石門水庫及其集水區整治特別條例 J0110073
特種考試邊區行政人員考試條例 R0030111
公益勸募條例 D0050138
低放射性廢棄物最終處置設施場址設置條例 J0160079
殺傷性地雷管制條例 F0090021
行政院國家科學委員會中部科學工業園區管理局組織法 H0000087
農產品生產及驗證管理法 M0060072
國土測繪法 D0060090
地籍清理條例 D0060089
人工生殖法 L0070024
勞工退休基金監理會組織法 N0000026
智慧財產及商業法院組織法 A0010090
智慧財產案件審理法 A0030215
警察消防海巡移民空勤人員及協勤民力安全基金設置管理條例 D0000148
中華民國九十六年罪犯減刑條例 C0010026
生技醫藥產業發展條例 J0040046
行政院農業委員會水土保持局組織法 M0000037
消費者債務清理條例 B0010042
專利師法 J0070034
零售市場管理條例 J0080044
遊說法 D0020062
國民年金法 D0050152
陸海空軍服制條例 F0060007
祭祀公業條例 D0020063
原住民族傳統智慧創作保護條例 D0130021
金融監督管理委員會銀行局組織法 G0300043
金融監督管理委員會證券期貨局組織法 G0300044
金融監督管理委員會保險局組織法 G0300045
金融監督管理委員會檢查局組織法 G0300046
軍人待遇條例 F0030038
財團法人原住民族文化事業基金會設置條例 D0130022
財政部各區鹽務管理局組織條例 G0300048
財政部各區鹽務辦事處組織條例 G0300049
財政部鹽務總局組織法 G0300047
總統副總統待遇支給條例 A0030227
語言治療師法 L0020135
漢生病病患人權保障及補償條例 L0020143
臺灣金融控股股份有限公司條例 G0320026
振興經濟消費券發放特別條例 A0030232
投資經營非我國籍漁船管理條例 M0050037
振興經濟擴大公共建設特別條例 A0030234
人口販運防制法 D0080177
電子票證發行管理條例 G0380207
國際機場園區發展條例 K0090067
聽力師法 L0020149
牙體技術師法 L0020150
公民與政治權利國際公約及經濟社會文化權利國際公約施行法 I0020028
國立高級中等學校校務基金設置條例 H0060031
衛生福利部食品藥物管理署組織法 L0000054
中央選舉委員會組織法 D0000153
公務人員行政中立法 S0110036
運動彩券發行條例 H0120050
學校法人及其所屬私立學校教職員退休撫卹離職資遣條例 H0150032
再生能源發展條例 J0130032
國營國際機場園區股份有限公司設置條例 K0000138
莫拉克颱風災後重建特別條例 A0030237
客家基本法 D0140005
行政院功能業務與組織調整條例 A0010091
文化創意產業發展法 H0170075
人體生物資料庫管理條例 L0020164
中央政府機關總員額法 S0110038
輸出業同業公會法 D0050183
產業創新條例 J0040051
曾文南化烏山頭水庫治理及穩定南部地區供水特別條例 J0110083
刑事妥速審判法 C0010027
環境教育法 O0120001
國際合作發展法 E0020013
外交部及駐外館處文件證明條例 E0030012
農村再生條例 M0110017
法務部矯正署組織法 I0000024
公共場所母乳哺育條例 L0070036
少年及家事法院組織法 A0010100
國家教育研究院組織法 H0000100
地質法 J0020052
天然氣事業法 J0130045
法務部廉政署組織法 I0000032
行政法人法 A0010102
特種貨物及勞務稅條例 G0340128
消除對婦女一切形式歧視公約施行法 D0050175
金融消費者保護法 G0380226
幼兒教育及照顧法 H0070031
文化部組織法 H0000103
文化部影視及流行音樂產業局組織法 H0000104
文化部文化資產局組織法 H0000105
法務部法醫研究所組織法 I0000033
法務部行政執行署組織法 I0000034
客家委員會組織法 D0000158
國立臺灣史前文化博物館組織法 H0000106
國立臺灣博物館組織法 H0000107
國立臺灣工藝研究發展中心組織法 H0000108
國立臺灣美術館組織法 H0000109
國立歷史博物館組織法 H0000110
國立中正紀念堂管理處組織法 H0000111
國立國父紀念館組織法 H0000112
國立傳統藝術中心組織法 H0000113
花東地區發展條例 A0030242
運動產業發展條例 H0120056
法官法 A0030243
國營港務股份有限公司設置條例 K0000145
外交部領事事務局組織法 E0000015
外交部外交及國際事務學院組織法 E0000016
行政院人事行政總處組織法 S0000023
行政院人事行政總處公務人力發展中心組織法 S0000024
行政院人事行政總處地方行政研習中心組織法 S0000025
公平交易委員會組織法 J0150011
國家運輸安全調查委員會組織法 K0000146
室內空氣品質管理法 O0130001
人體研究法 L0020176
住宅法 D0070195
特種勤務條例 A0030246
家事事件法 B0010048
財政部國庫署組織法 G0300051
財政部賦稅署組織法 G0300052
財政部關務署組織法 G0300053
財政部國有財產署組織法 G0300054
財政部財政資訊中心組織法 G0300055
教育部體育署組織法 H0000116
教育部國民及學前教育署組織法 H0000117
國家圖書館組織法 H0000118
國立海洋生物博物館組織法 H0000119
國立自然科學博物館組織法 H0000120
國立科學工藝博物館組織法 H0000121
國立臺灣科學教育館組織法 H0000122
國立教育廣播電臺組織法 H0000123
國立公共資訊圖書館組織法 H0000124
國立臺灣圖書館組織法 H0000125
駐外機構組織通則 E0000017
行政院主計總處組織法 T0000004
國防部參謀本部組織法 F0000074
國防部軍備局組織法 F0000075
國防部軍醫局組織法 F0000076
國防部主計局組織法 F0000077
國防部政治作戰局組織法 F0000078
高級中等學校建教合作實施及建教生權益保障法 H0060042
跨國移交受刑人法 I0030044
法務部司法官學院組織法 I0000039
教育部青年發展署組織法 H0000129
衛生福利部組織法 L0000055
衛生福利部疾病管制署組織法 L0000056
衛生福利部國民健康署組織法 L0000057
衛生福利部社會及家庭署組織法 L0000058
衛生福利部國家中醫藥研究所組織法 L0000059
濕地保育法 D0070209
國軍退除役官兵輔導委員會組織法 F0000081
榮民總醫院組織通則 F0000082
高級中等教育法 H0060043
國家發展委員會組織法 A0010106
國家發展委員會檔案管理局組織法 A0010107
內政部警政署組織法 D0000159
內政部建築研究所組織法 D0000160
內政部役政署組織法 D0000161
各級學校扶助學生就學勸募條例 H0070054
國立海洋科技博物館組織法 H0000132
國家運動訓練中心設置條例 H0000138
國家科學及技術委員會組織法 H0000139
國家科學及技術委員會新竹科學園區管理局組織法 H0000140
國家科學及技術委員會中部科學園區管理局組織法 H0000141
國家科學及技術委員會南部科學園區管理局組織法 H0000142
國家災害防救科技中心設置條例 H0000143
原住民族委員會組織法 D0000172
國家中山科學研究院設置條例 F0000083
國家表演藝術中心設置條例 H0000144
流域綜合治理特別條例 J0110090
勞動部組織法 N0000030
勞動部勞動及職業安全衛生研究所組織法 N0000031
勞動部職業安全衛生署組織法 N0000032
勞動部勞動力發展署組織法 N0000033
勞動部勞動基金運用局組織法 N0000034
勞動部勞工保險局組織法 N0000035
多層次傳銷管理法 J0150017
兒童權利公約施行法 D0050193
身心障礙者權利公約施行法 D0050194
學生輔導法 H0070058
高級中等以下教育階段非學校型態實驗教育實施條例 H0070059
學校型態實驗教育實施條例 H0070060
公立高級中等以下學校委託私人辦理實驗教育條例 H0070062
技術及職業教育法 H0040028
海岸管理法 D0070222
油症患者健康照護服務條例 L0070039
電子支付機構管理條例 G0380237
聯合國反貪腐公約施行法 I0070011
長期照顧服務法 L0070040
教師待遇條例 H0150046
有限合夥法 J0080051
海洋委員會組織法 D0090030
海洋委員會海巡署組織法 D0090031
海洋委員會海洋保育署組織法 D0090032
國家海洋研究院組織法 D0090033
條約締結法 E0020021
博物館法 H0170101
氣候變遷因應法 O0020098
推動募兵制暫行條例 F0040030
水下文化資產保存法 H0170102
客家委員會客家文化發展中心組織法 D0000173
原住民族委員會原住民族文化發展中心組織法 D0000174
再生水資源發展條例 J0110094
因應貿易自由化調整支援條例 J0090030
國家資通安全科技中心設置條例 H0000151
生產事故救濟條例 L0020188
病人自主權利法 L0020189
國土計畫法 D0070230
驗光人員法 L0020190
原住民保留地禁伐補償條例 D0130032
遠洋漁業條例 M0050051
資恐防制法 I0030047
政黨及其附隨組織不當取得財產處理條例 A0030286
刑事案件確定後去氧核醣核酸鑑定條例 C0010031
行政院環境保護署毒物及化學物質局組織法 O0000018
納稅者權利保護法 G0340142
行政院人事行政總處公務人力發展學院組織法 S0000029
教保服務人員條例 H0070071
都市危險及老舊建築物加速重建條例 D0070249
公職人員年資併社團專職人員年資計發退離給與處理條例 S0080033
交通部高速公路局組織法 K0000153
原住民族語言發展法 D0130037
前瞻基礎建設特別條例 A0030293
公立學校教職員退休資遣撫卹條例 H0150049
公務人員退休資遣撫卹法 S0080034
外國專業人才延攬及僱用法 A0030295
政黨法 D0020078
偏遠地區學校教育發展條例 H0070073
國家人權博物館組織法 H0000170
促進轉型正義條例 A0030296
租賃住宅市場發展及管理條例 D0060125
交通部鐵道局組織法 K0000155
長期照顧服務機構法人條例 L0070051
金融科技發展與創新實驗條例 G0380254
國家住宅及都市更新中心設置條例 D0070266
國際刑事司法互助法 I0030053
有機農業促進法 M0030093
資通安全管理法 A0030297
兒童及少年未來教育與發展帳戶條例 D0050205
社區大學發展條例 H0080098
大陸委員會組織法 Q0000012
高級中等以下學校學生及教保服務機構幼兒團體保險條例 H0070078
財團法人法 I0020030
教育部所屬機構作業基金設置條例 H0080100
財團法人原住民族語言研究發展基金會設置條例 D0130039
勞動事件法 B0010064
無人載具科技創新實驗條例 J0030147
財團法人客家公共傳播基金會設置條例 D0140020
國家語言發展法 H0170143
文化內容策進院設置條例 H0170142
財政紀律法 G0320034
司法院釋字第七四八號解釋施行法 B0000008
文化基本法 H0170151
國防產業發展條例 F0110024
自殺防治法 L0020213
電信管理法 K0060111
政治檔案條例 A0030312
境外資金匯回管理運用及課稅條例 G0340155
新式戰機採購特別條例 F0090027
財團法人鐵道技術研究及驗證中心設置條例 K0000197
海洋基本法 D0090064
中高齡者及高齡者就業促進法 N0090055
中醫藥發展法 L0000097
國家電影及視聽文化中心設置條例 P0040012
監察院國家人權委員會組織法 A0010119
反滲透法 A0030317
醫療器材管理法 L0030106
商業事件審理法 B0010071
嚴重特殊傳染性肺炎防治及紓困振興特別條例 L0050039
農業保險法 M0070072
公共衛生師法 L0020216
農民退休儲金條例 M0090035
農田水利法 M0100016
國民法官法 A0030320
勞工職業災害保險及保護法 N0050031
國立臺灣歷史博物館組織法 H0000180
國立臺灣文學館組織法 H0000181
國家重點領域產學合作及人才培育創新條例 H0030066
國防部全民防衛動員署組織法 F0000093
太空發展法 H0160078
傳染病流行疫情嚴重期間司法程序特別條例 A0030324
海空戰力提升計畫採購特別條例 F0090035
跟蹤騷擾防制法 D0080211
國家資通安全研究院設置條例 A0010123
數位發展部組織法 K0000199
數位發展部資通安全署組織法 K0000201
數位發展部數位產業署組織法 K0000200
國家太空中心設置條例 H0160083
食農教育法 M0090039
私立高級中等以上學校退場條例 H0030067
威權統治時期國家不法行為被害者權利回復條例 A0030335
後備軍人召集優待條例 F0040033
宗教團體以自然人名義登記不動產處理暫行條例 D0060137
國營臺灣鐵路股份有限公司設置條例 K0000198
醫療事故預防及爭議處理法 L0020227
公務人員個人專戶制退休資遣撫卹法 S0080045
公立學校教職員個人專戶制退休資遣撫卹條例 H0150056
國家運動科學中心設置條例 H0000185
疫後強化經濟與社會韌性及全民共享經濟成果特別條例 A0030343
公務人員退休撫卹基金管理局組織法 S0000031
社會福利基本法 D0050213
環境部組織法 O0000031
環境部氣候變遷署組織法 O0000030
環境部資源循環署組織法 O0000029
環境部化學物質管理署組織法 O0000028
環境部環境管理署組織法 O0000027
國家環境研究院組織法 O0000026
農業部農業藥物試驗所組織法 M0000063
農業部農業試驗所組織法 M0000058
農業部獸醫研究所組織法 M0000062
農業部林業試驗所組織法 M0000059
農業部水產試驗所組織法 M0000060
農業部畜產試驗所組織法 M0000061
農業部組織法 M0000049
農業部農糧署組織法 M0000050
農業部漁業署組織法 M0000051
農業部動植物防疫檢疫署組織法 M0000052
農業部林業及自然保育署組織法 M0000053
農業部農村發展及水土保持署組織法 M0000054
農業部農田水利署組織法 M0000055
農業部生物多樣性研究所組織法 M0000064
農業部農業金融署組織法 M0000056
農業部農業科技園區管理中心組織法 M0000057
經濟部產業發展署組織法 J0000091
交通部公路局組織法 K0000207
經濟部產業園區管理局組織法 J0000097
經濟部智慧財產局組織法 J0000096
經濟部水利署組織法 J0000095
交通部運輸研究所組織法 K0000210
經濟部標準檢驗局組織法 J0000098
經濟部地質調查及礦業管理中心組織法 J0000099
經濟部能源署組織法 J0000093
經濟部國際貿易署組織法 J0000092
經濟部商業發展署組織法 J0000090
經濟部中小及新創企業署組織法 J0000094
交通部民用航空局組織法 K0000208
交通部航港局組織法 K0000209
交通部觀光署組織法 K0000205
交通部中央氣象署組織法 K0000206
內政部消防署組織法 D0000242
內政部國土管理署組織法 D0000243
內政部國家公園署組織法 D0000244
原住民族健康法 L0020228
海洋產業發展條例 D0090066
消防設備人員法 D0120068
國家原子能科技研究院設置條例 J0000100
核能安全委員會組織法 J0000101
義務役服役期間提繳退休金條例 F0030048
道路交通安全基本法 K0040079
最低工資法 N0030028
營養及健康飲食促進法 L0070065
軍事營區安全維護條例 F0090037
